S_sample,S,Phylum,sample,sample_1,sample_folder,MGX_cpn_RA,MTX_cpn_RA,MA_value,ratio,sum,MGX_humann_RA,MTX_humann_RA,humann_MTX_MGX_ratio,MGX_humann_RKPs,mtx_humann_RKPs,MGX_metaphlan_RA,"MGX_,metaphlan_RPKs",Reference_genome,num_uniref90s_ref,bPTR_coverage,bPTR_GC,overall_depth,iRep,raw_iRep,unfiltered_iRep,r2,status
s__Eubacterium_sp_36_13-CSM67UEW_TR,s__Eubacterium_sp_36_13,Firmicutes,"""CSM67UEW_TR"",", CSM67UEW_TR,non-pilot,0.001543406,0,Inf,0,0.003086812,0.000574684,3.05E-05,0.053090123,909.4184508,61.72506586,0.02192122,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_36_13-CSM67UF5,s__Eubacterium_sp_36_13,Firmicutes,"""CSM67UF5"",", CSM67UF5,non-pilot,0.005804648,0,Inf,0,0.011609296,0.001241736,2.73E-05,0.021976633,3818.094822,2.212389381,0.012525788,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_36_13-CSM79HMT,s__Eubacterium_sp_36_13,Firmicutes,"""CSM79HMT"",", CSM79HMT,non-pilot,0.000199171,0,Inf,0,0.000398341,0.000243227,NA,NA,1104.387084,NA,0.014894928,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_36_13-CSM7KOMP,s__Eubacterium_sp_36_13,Firmicutes,"""CSM7KOMP"",", CSM7KOMP,non-pilot,0.002557274,0,Inf,0,0.005114548,0.001809021,0,0,15018.08679,0,0.1000272,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_36_13-CSM7KOMT,s__Eubacterium_sp_36_13,Firmicutes,"""CSM7KOMT"",", CSM7KOMT,non-pilot,0.002157885,0.000234602,0.361480118,0.108718693,0.00431577,0.00061604,0.000205138,0.332995039,4189.809428,217.196528,0.021282975,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_AM18_10LB_B-CSM5MCU8_P,s__Eubacterium_sp_AM18_10LB_B,Firmicutes,"""CSM5MCU8_P"",", CSM5MCU8_P,pilot,0.000970509,0,Inf,0,0.001941017,0.001556873,0.006918592,4.443903442,15295.26502,13498.48873,0.01977744,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_180-CSM7KOMP,s__Eubacterium_sp_CAG_180,Firmicutes,"""CSM7KOMP"",", CSM7KOMP,non-pilot,0.013328194,0,Inf,0,0.026656387,0.02442528,0,0,174652.1464,0,1.131973,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_180-CSM7KOMT,s__Eubacterium_sp_CAG_180,Firmicutes,"""CSM7KOMT"",", CSM7KOMT,non-pilot,0.006979866,0,Inf,0,0.013959733,0.01646792,0.000423382,0.025709522,96468.9028,1192.612369,0.782052579,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_251-CSM67UEW,s__Eubacterium_sp_CAG_251,Firmicutes,"""CSM67UEW"",", CSM67UEW,non-pilot,0.004235358,0,Inf,0,0.008470716,0.013595129,0,0,19169.88178,0,0.119723303,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_251-CSM67UEW_TR,s__Eubacterium_sp_CAG_251,Firmicutes,"""CSM67UEW_TR"",", CSM67UEW_TR,non-pilot,0.004820731,0,Inf,0,0.009641462,0.012665025,0.000152582,0.012047542,16746.31705,898.5810049,0.1201402,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_251-CSM67UF5,s__Eubacterium_sp_CAG_251,Firmicutes,"""CSM67UF5"",", CSM67UF5,non-pilot,0.015675218,0,Inf,0,0.031350437,0.023781636,0.000275289,0.011575711,61099.54905,64.96729739,0.340819613,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_251-CSM7KOMP,s__Eubacterium_sp_CAG_251,Firmicutes,"""CSM7KOMP"",", CSM7KOMP,non-pilot,0.001480784,0,Inf,0,0.002961568,0.003069955,0,0,21295.20673,0,0.05239267,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_251-CSM7KOMT,s__Eubacterium_sp_CAG_251,Firmicutes,"""CSM7KOMT"",", CSM7KOMT,non-pilot,0.001558273,0,Inf,0,0.003116546,0.001499851,4.67E-05,0.03111322,8523.38954,143.8247278,0.040827503,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_252-CSM67U9H,s__Eubacterium_sp_CAG_252,Firmicutes,"""CSM67U9H"",", CSM67U9H,non-pilot,0.002532042,0,Inf,0,0.005064084,0.000475835,5.81E-05,0.122179203,1426.37153,22.93443366,0.04507125,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_252-CSM79HGF,s__Eubacterium_sp_CAG_252,Firmicutes,"""CSM79HGF"",", CSM79HGF,non-pilot,0.006169396,0,Inf,0,0.012338792,0.005840328,0.000388741,0.066561471,8183.421682,66.88465826,0.336914546,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_252-CSM79HPK,s__Eubacterium_sp_CAG_252,Firmicutes,"""CSM79HPK"",", CSM79HPK,non-pilot,0.009083703,0.001763187,0.348705322,0.194104418,0.018167406,0.013189575,0.0015413,0.116857428,72258.56294,3145.074982,0.6295109,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5FZ4G_P,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.001692872,0,Inf,0,0.003385744,0.002185594,0.000161945,0.074096617,31216.10042,2693.358553,0.145333,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCUE_P,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCUE_P"",", CSM5MCUE_P,pilot,0.000743594,0,Inf,0,0.001487188,0.000327409,4.68E-05,0.142962636,3105.670252,42.82031415,0.02909717,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCUK_P,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.001257874,0,Inf,0,0.002515747,0.001941168,0,0,32206.34357,0,0.1149213,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCWM_P,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.00356154,0,Inf,0,0.00712308,0.005555049,3.86E-05,0.006941393,52117.67749,78.85074935,0.2638766,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCXN,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.00058111,0,Inf,0,0.001162219,0.00074329,8.45E-05,0.113690075,4303.413936,567.212407,0.04646509,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCXT,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCXT"",", CSM5MCXT,non-pilot,0.002721528,0,Inf,0,0.005443056,0.000415419,0.000231283,0.556748004,774.0266895,2401.616799,0.046296128,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCY2,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.001627177,0,Inf,0,0.003254354,0.001374147,0.001740837,1.26684945,5608.221919,12777.86274,0.1603689,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCZD,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCZD"",", CSM5MCZD,non-pilot,0.002419642,0,Inf,0,0.004839284,0.001852988,5.79E-07,0.000312509,12897.09675,1.31069704,0.116715131,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM5MCZF,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM5MCZF"",", CSM5MCZF,non-pilot,0.00090287,0,Inf,0,0.00180574,0.000560101,0,0,2471.770228,0,0.057492714,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM67U9D,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM67U9D"",", CSM67U9D,non-pilot,0.003799325,0,Inf,0,0.00759865,0.005548169,0.000623504,0.11238023,32111.07687,3036.834961,0.2791312,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM67UC6,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.005967557,0.00199773,0.213676405,0.334765126,0.011935114,0.012154298,0.002929986,0.241065847,110399.2171,22791.67861,0.6323261,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM67UE7,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.001176473,0,Inf,0,0.002352946,0.001701167,1.64E-06,0.000963484,8316.841456,3.612982481,0.1304023,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM67UGO,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM67UGO"",", CSM67UGO,non-pilot,0.002794444,0,Inf,0,0.005588889,0.001293894,6.57E-05,0.050749065,3218.713386,213.4216148,0.140306992,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM79HGP,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM79HGP"",", CSM79HGP,non-pilot,0.001447047,0,Inf,0,0.002894095,0.0005503,5.67E-07,0.001029782,5093.86576,3.970456415,0.05488665,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM79HOL,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM79HOL"",", CSM79HOL,non-pilot,0.007370165,0,Inf,0,0.014740331,0.010384526,0.000116048,0.011175102,82436.23772,323.0923946,0.432655,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM7KOLA,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM7KOLA"",", CSM7KOLA,non-pilot,0.001844608,0,Inf,0,0.003689216,0.000711362,0.00054574,0.767175949,4130.888198,3451.332902,0.050342899,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM7KOLE,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM7KOLE"",", CSM7KOLE,non-pilot,0.003173224,0,Inf,0,0.006346447,0.00257999,0.000505166,0.195801699,7748.064336,3423.848869,0.197585376,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM7KON2,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM7KON2"",", CSM7KON2,non-pilot,0.003328464,0,Inf,0,0.006656927,0.009858012,0.000552952,0.056091622,36212.84907,4518.742588,0.4478724,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_38-CSM7KON8,s__Eubacterium_sp_CAG_38,Firmicutes,"""CSM7KON8"",", CSM7KON8,non-pilot,0.000255536,0,Inf,0,0.000511071,0.000338395,0.002045914,6.045939058,1557.306752,19.24678449,0.02913821,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_sp_CAG_581-CSM5MCUK_P,s__Eubacterium_sp_CAG_581,Firmicutes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.000549277,0,Inf,0,0.001098554,0.000240537,0,0,2764.260968,0,0.01662799,NA,,NA,NA,NA,NA,,,,,
s__Eubacterium_ventriosum-CSM7KOLA,s__Eubacterium_ventriosum,Firmicutes,"""CSM7KOLA"",", CSM7KOLA,non-pilot,0.0021136,0,Inf,0,0.004227201,0.017313997,0.064205723,3.708313084,112571.1421,400918.1349,0.116656831,NA,,NA,NA,NA,NA,,,,,
s__Faecalibacterium_prausnitzii-CSM5FZ4C_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5FZ4C_P"",", CSM5FZ4C_P,pilot,0.063571481,0.0381846,0.184981288,0.600656144,0.127142961,0.019421601,0.01539417,0.792631346,1182233.597,356351.8488,2.774172,NA,GCA_000154385,2669,NA,1.08,15.44,,,,,
s__Faecalibacterium_prausnitzii-CSM5FZ4G_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.206735588,0.040972635,1.026784984,0.198188592,0.413471176,0.049901865,0.009818771,0.196761604,7035282.887,1545272.957,11.1468,NA,GCA_000154385,2942,NA,0.96,77.54,,,,,
s__Faecalibacterium_prausnitzii-CSM5FZ4K_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5FZ4K_P"",", CSM5FZ4K_P,pilot,0.141169828,0.029911197,0.792592366,0.211880949,0.282339656,0.033477348,0.022796647,0.680957355,2389081.954,347140.4737,7.795599,NA,GCA_000154385,2880,NA,0.99,28.21,,,,,
s__Faecalibacterium_prausnitzii-CSM5FZ4M,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5FZ4M"",", CSM5FZ4M,non-pilot,0.081774021,0.009767096,0.848687629,0.119440084,0.163548041,0.023063672,0.01837918,0.796888744,1441774.389,865347.1057,5.253046,NA,GCA_000154385,2833,NA,0.83,15.27,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUE_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUE_P"",", CSM5MCUE_P,pilot,0.007322877,0.004034314,0.121252199,0.55091927,0.014645753,0.001754757,0.042410805,24.16904997,164299.9406,367142.8595,0.3158921,NA,GCA_000154385,2116,NA,0.98,2.44,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCVV_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCVV_P"",", CSM5MCVV_P,pilot,0.002182036,0.005711475,-0.157032972,2.617498454,0.004364071,0.00178041,0.126185541,70.87441963,117675.8171,9834775.116,0.1821109,NA,GCA_000154385,1607,NA,NA,2.04,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCWI_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCWI_P"",", CSM5MCWI_P,pilot,0.020770169,0,Inf,0,0.041540338,0.006445353,0.00115533,0.179250031,479087.6782,18347.11721,0.978755,NA,GCA_000154385,2594,NA,1.1,8.52,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCWQ,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCWQ"",", CSM5MCWQ,non-pilot,0.120544431,0.035147412,0.582523961,0.291572258,0.241088863,0.029885127,0.005833563,0.195199536,1447385.499,368070.639,6.371851,NA,GCA_000154385,2828,NA,0.97,16.42,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCXD,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCXD"",", CSM5MCXD,non-pilot,0.030059631,0.108578046,-0.366460172,3.612088417,0.060119263,0.012167304,0.050402474,4.14245206,501607.8352,3596202.886,1.950973,NA,GCA_000154385,2588,NA,1,9.35,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCXT,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCXT"",", CSM5MCXT,non-pilot,0.069932614,0.020586777,0.459691946,0.294380197,0.139865228,0.019170957,0.014553805,0.759159024,352589.544,1430070.463,3.656391986,NA,GCA_000154385,2601,NA,0.9,4.4,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCY2,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.108383979,0.046759687,0.378321548,0.431426184,0.216767959,0.023628386,0.019643934,0.83137012,951879.0212,1364427.074,4.308677,NA,GCA_000154385,2979,NA,1.09,11.62,,,,,
s__Faecalibacterium_prausnitzii-CSM67UA2,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UA2"",", CSM67UA2,non-pilot,0.014838362,0.016431681,-0.024223817,1.107378307,0.029676725,0.004045739,0.007109924,1.757385753,193774.3739,308856.2592,0.78232801,NA,GCA_000154385,2260,NA,1.03,4.14,,,,,
s__Faecalibacterium_prausnitzii-CSM67UAA,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UAA"",", CSM67UAA,non-pilot,0.004675568,0,Inf,0,0.009351137,0.00177641,NA,NA,70566.71311,NA,0.324567432,NA,GCA_000154385,1241,NA,NA,1.65,,,,,
s__Faecalibacterium_prausnitzii-CSM67UBZ,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.153904288,0.015216293,1.236472145,0.098868547,0.307808575,0.035113537,0.0151157,0.430480695,2388439.018,744865.8166,7.692102,NA,GCA_000154385,2894,NA,0.85,26.49,,,,,
s__Faecalibacterium_prausnitzii-CSM67UCK,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UCK"",", CSM67UCK,non-pilot,0.166496529,0.143998362,0.080976178,0.864873057,0.332993058,0.045796072,0.053483335,1.167858578,1851009.746,1489413.835,5.141720219,NA,GCA_000154385,2563,NA,NA,11.7,,,,,
s__Faecalibacterium_prausnitzii-CSM67UEA,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UEA"",", CSM67UEA,non-pilot,0.08450393,0.02112792,0.56099823,0.250022932,0.169007859,0.021797682,0.01437827,0.659623802,1122640.033,536776.9441,4.420081,NA,GCA_000154385,2998,NA,1.02,13.03,,,,,
s__Faecalibacterium_prausnitzii-CSM67UF5,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UF5"",", CSM67UF5,non-pilot,0.10096155,0.209684233,-0.31873443,2.076872171,0.2019231,0.027716006,0.075884253,2.737921691,1009950.501,222388.455,6.399249107,NA,GCA_000154385,2702,NA,1.05,14.75,,,,,
s__Faecalibacterium_prausnitzii-CSM79HGP,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM79HGP"",", CSM79HGP,non-pilot,0.012210777,0.01466442,-0.041563478,1.20094081,0.024421554,0.003203841,0.004685446,1.462446553,292734.8758,310647.7948,0.6587928,NA,GCA_000154385,2417,NA,1,5.31,,,,,
s__Faecalibacterium_prausnitzii-CSM79HKB,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM79HKB"",", CSM79HKB,non-pilot,0.042076953,0.01634969,0.298363349,0.3885664,0.084153906,0.013790845,0.014153355,1.02628626,602806.8049,421125.9702,2.040111,NA,GCA_000154385,2896,NA,0.95,7.8,,,,,
s__Faecalibacterium_prausnitzii-CSM7KOL4,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM7KOL4"",", CSM7KOL4,non-pilot,0.046098128,0.036083181,0.079605741,0.782747193,0.092196257,0.014995036,0.02637435,1.758872036,1133765.507,399981.388,2.358248,NA,GCA_000154385,2990,NA,0.97,13.63,,,,,
s__Faecalibacterium_prausnitzii-CSM7KOLA,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM7KOLA"",", CSM7KOLA,non-pilot,0.171477494,0.018114036,1.274746658,0.105635063,0.342954988,0.052858929,0.032557269,0.615927516,3029887.391,1948366.554,7.2233749,NA,GCA_000154385,3092,NA,1.03,36.52,,,,,
s__Faecalibacterium_prausnitzii-CSM7KOLE,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM7KOLE"",", CSM7KOLE,non-pilot,0.121534126,0.010582567,1.158205161,0.087074859,0.243068252,0.030135833,0.02540353,0.842967553,893334.2823,1629280.694,4.817337948,NA,GCA_000154385,2897,NA,1.03,10.85,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCTZ_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.104482203,0.024050552,0.650300502,0.230188027,0.208964406,0.036544195,0.011801427,0.322935761,3523285.591,1225235.927,7.015598,NA,GCA_000162015,3041,NA,1.37,28.85,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUK_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.110300981,0,Inf,0,0.220601962,0.024478756,0.010272937,0.419667455,4008881.878,32929.83345,4.823751,NA,GCA_000162015,2982,NA,n/a,31.28,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUO,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUO"",", CSM5MCUO,non-pilot,0.105266252,0.008028163,1.143152873,0.076265311,0.210532505,0.025715716,0.020199903,0.785508082,2422035.531,846014.7947,5.776105,NA,GCA_000162015,2885,NA,n/a,20,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCX3,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.13190424,0.006109386,1.516651829,0.04631683,0.263808479,0.036821307,0.038265949,1.039233857,2316795.938,1111707.791,6.513769,NA,GCA_000162015,2899,NA,n/a,19.98,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCXN,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.31672746,0.060196131,1.444214924,0.190056559,0.633454919,0.094886049,0.082713542,0.87171447,5422664.986,5253675.147,14.34919,NA,GCA_000162015,2858,NA,n/a,46.18,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCZD,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCZD"",", CSM5MCZD,non-pilot,0.197343796,0.012670563,1.691922944,0.064205529,0.394687592,0.048020518,0.014194356,0.295589399,3299147.598,304021.4865,7.646686997,NA,GCA_000162015,2819,NA,n/a,27.54,,,,,
s__Faecalibacterium_prausnitzii-CSM67U9H,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67U9H"",", CSM67U9H,non-pilot,0.026139764,0.025239773,0.009614108,0.965570009,0.052279529,0.004318228,0.003554747,0.823195744,134194.5019,163608.2181,0.9601787,NA,GCA_000162015,1566,NA,n/a,2.48,,,,,
s__Faecalibacterium_prausnitzii-CSM67UE7,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.102312311,0,Inf,0,0.204624622,0.025034873,0.013503323,0.539380544,1208126.878,281667.4904,4.33122,NA,GCA_000162015,2660,NA,1.28,12.36,,,,,
s__Faecalibacterium_prausnitzii-CSM67UFZ,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.100411474,0.062415473,0.206859977,0.621597023,0.200822948,0.022010051,0.018766072,0.852613719,1244726.476,838136.489,3.511587,NA,GCA_000162015,2818,NA,n/a,12.71,,,,,
s__Faecalibacterium_prausnitzii-CSM67UGO,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM67UGO"",", CSM67UGO,non-pilot,0.159880075,0.006766595,1.724961602,0.042322939,0.31976015,0.039058137,0.013729929,0.351525452,959070.7422,422281.0637,6.243462747,NA,GCA_000162015,2660,NA,1.4,9.73,,,,,
s__Faecalibacterium_prausnitzii-CSM79HGF,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM79HGF"",", CSM79HGF,non-pilot,0.144787614,0.032491308,0.773249736,0.224406683,0.289575228,0.02993673,0.008649953,0.28894115,434865.0533,173636.8018,5.431219294,NA,GCA_000162015,2404,NA,0.99,6.74,,,,,
s__Faecalibacterium_prausnitzii-CSM79HMT,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM79HMT"",", CSM79HMT,non-pilot,0.067767172,0,Inf,0,0.135534344,0.020452944,NA,NA,1100569.368,NA,3.492038109,NA,GCA_000162015,2875,NA,1.52,12.36,,,,,
s__Faecalibacterium_prausnitzii-CSM79HOL,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM79HOL"",", CSM79HOL,non-pilot,0.134082753,0.017659089,1.008912779,0.131702915,0.268165506,0.034852457,0.021065871,0.604430001,2730992.478,554995.8371,6.079714,NA,GCA_000162015,2870,NA,1.1,32.24,,,,,
s__Faecalibacterium_prausnitzii-CSM79HPK,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM79HPK"",", CSM79HPK,non-pilot,0.038106694,0.008379478,0.463555238,0.219895179,0.076213388,0.004851155,0.001799942,0.37103369,275521.8983,428513.0306,1.141167,NA,GCA_000162015,2223,NA,1.29,5.47,,,,,
s__Faecalibacterium_prausnitzii-CSM7KON2,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM7KON2"",", CSM7KON2,non-pilot,0.282367777,0.095305403,0.858904971,0.337522236,0.564735554,0.07849595,0.082587929,1.052129809,2846270.97,6386583.874,13.07489,NA,GCA_000162015,2802,NA,n/a,23.93,,,,,
s__Faecalibacterium_prausnitzii-CSM7KONU,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM7KONU"",", CSM7KONU,non-pilot,0.040079662,0,Inf,0,0.080159324,0.01207844,0.005431789,0.449709496,31631.56665,16458.24656,2.01951984,NA,GCA_000162015,751,NA,1.14,0.97,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCU8_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCU8_P"",", CSM5MCU8_P,pilot,0.01623301,0.008138408,0.167556693,0.501349268,0.03246602,0.004752046,0.002057775,0.433029294,488221.317,212566.8888,0.5901716,NA,GCA_000166035,2554,NA,1.122270242,8.76,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUC_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUC_P"",", CSM5MCUC_P,pilot,0.00551218,0.03432061,-0.351635822,6.226322391,0.01102436,0.002526137,0.030488872,12.06936473,315099.2687,503122.3035,0.1599829,NA,GCA_000166035,2298,NA,1.320275365,5.2,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUG_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.11158099,0.020567775,0.771099683,0.184330462,0.22316198,0.029248501,0.02074295,0.709197036,3003507.392,1748961.265,4.728556,NA,GCA_000166035,3033,NA,n/a,28.69,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUQ_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.06603328,0,Inf,0,0.13206656,0.01316079,0.014178985,1.077365824,1750368.037,418564.2532,2.835369,NA,GCA_000166035,2800,NA,1.15627777,31.78,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUW_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUW_P"",", CSM5MCUW_P,pilot,0.058629249,0.002149422,1.165524238,0.03666126,0.117258497,0.013901995,0.020614692,1.482858559,1450585.011,651882.0535,2.713187,NA,GCA_000166035,2736,NA,1.125727036,29.22,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCUY_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCUY_P"",", CSM5MCUY_P,pilot,0.021802786,0.027941159,-0.064840927,1.281540756,0.043605571,0.005281284,0.010081759,1.908959735,778599.6025,247360.6033,1.035824,NA,GCA_000166035,2738,NA,1.203741571,13.28,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCWM_P,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.080985917,0,Inf,0,0.161971835,0.020310128,0.023103887,1.13755493,1880899.047,447072.6861,4.186638,NA,GCA_000166035,2909,NA,1.140672728,25.17,,,,,
s__Faecalibacterium_prausnitzii-CSM5MCXH,s__Faecalibacterium_prausnitzii,Firmicutes,"""CSM5MCXH"",", CSM5MCXH,non-pilot,0.039281363,0.022112039,0.177518401,0.56291425,0.078562725,0.009739926,0.01708721,1.754347041,528925.7654,2413608.234,1.112425674,NA,GCA_000166035,2612,NA,1.259551633,12.54,,,,,
